"","ID","Time","Snip","Head.l"
"157",7,"2020-01-27T23:29:40+0000","Here’s what you need to know at the end of the day.","John Bolton, Coronavirus, Kobe Bryant: Your Monday Evening Briefing"
"158",8,"2020-01-23T21:03:12+0000","Here’s what you need to know.","Wuhan Coronavirus, Australia Firefighters, Myanmar Ruling: Your Friday Briefing"
"159",9,"2020-01-26T21:27:57+0000","Here’s what you need to know.","Wuhan Coronavirus, Iran Cover-Up, Kobe Bryant: Your Monday Briefing"
"160",10,"2020-01-29T10:18:50+0000","Here's what you need to know.","John Roberts, Coronavirus, Mike Pompeo: Your Wednesday Briefing"
"161",1,"2020-01-21T18:16:46+0000","The spread of the virus from China is bad news for Kim Jong-un; North Korea depends on Chinese tourists for cash.","North Korea Bans Foreign Tourists Over Coronavirus, Tour Operator Says"
"162",2,"2020-02-03T10:00:01+0000","See how many delegates are available in each state.","Democratic Delegate Count and Primary Election Results 2020"
"163",3,"2020-01-24T05:05:37+0000","Quotation of the Day for Friday, January 24, 2020.","Quotation of the Day: As Fears of Pandemic Grow, China Puts 20 Million on Lockdown"
"164",4,"2020-01-29T21:09:14+0000","Coronavirus is scary. How we respond to it may be worse.","Beware the Pandemic Panic"
"165",5,"2020-01-31T05:33:17+0000","Brexit, Coronavirus, Kobe Bryant: Here’s what you need to know.","Your Friday Briefing"
"166",6,"2020-02-03T01:15:21+0000","In tweets and an interview with Sean Hannity, the president mocked the former New York mayor who seems to be on his mind.","Impeachment All but Behind Him, Trump Celebrates and Keeps Focus on Bloomberg"
"167",7,"2020-02-03T05:38:41+0000","Coronavirus, Brexit, Super Bowl: Here’s what you need to know.","Your Monday Briefing"
"168",8,"2020-01-28T05:09:34+0000","Coronavirus, Kobe Bryant, Auschwitz: Here’s what you need to know.","Your Tuesday Briefing"
"169",9,"2020-01-17T10:00:06+0000","Test your knowledge of this week’s health news.","Weekly Health Quiz: Running, Body Temperature and a Deadly New Virus"
"170",10,"2020-01-31T11:44:09+0000","The internet juggernaut enjoyed a stunning quarter where nearly every business worked. The results increased Jeff Bezos’ wealth by $13 billion in 15 minutes.","How Amazon Keeps Defying Gravity"
"171",1,"2020-01-23T05:47:43+0000","Brexit, Coronavirus, Terry Jones: Here’s what you need to know.","Your Thursday Briefing"
"172",2,"2020-01-30T22:43:58+0000","Here’s what you need to know at the end of the day.","Impeachment, Brexit, ‘The Good Place’: Your Thursday Evening Briefing"
"173",3,"2020-01-23T09:33:23+0000","At Valentino, Pierpaolo Piccioli plays with expectations.","Of Ball Gowns and the Subconscious"
"174",4,"2020-01-27T12:00:55+0000","The N.B.A. great was known for his feats on the court. But he had also been building a reputation as an investor and entrepreneur.","Kobe Bryant’s Death Cuts Short a Budding Business Career"
"175",5,"2020-01-29T22:59:01+0000","Here’s what you need to know at the end of the day.","Impeachment, Wuhan, Jessica Simpson: Your Wednesday Evening Briefing"
"176",6,"2020-01-29T19:03:35+0000","The central bank suggested it would remain patient after cutting rates three times in 2019.","Fed Leaves Interest Rates Unchanged"
"177",7,"2020-01-31T23:09:48+0000","Here’s what you need to know at the end of the day.","Impeachment, China, Super Bowl: Your Friday Evening Briefing"
"178",8,"2020-01-29T21:08:16+0000","Wuhan, Middle East peace deal, impeachment: Here’s what you need to know.","Your Thursday Briefing"
"179",9,"2020-02-03T13:54:34+0000","Monday: Voters who requested a mail-in ballot should find one at their doorstep soon. Also: The latest updates on the coronavirus epidemic.","What the Iowa Caucuses Mean for California"
"180",10,"2020-01-30T13:52:32+0000","Thursday: It’s a rare move within the University of California. Also: The latest on a high-profile housing bill.","Berkeley Law School Drops Boalt Name Over Racist Legacy"
"181",1,"2020-01-28T12:58:06+0000","How well did you follow the news this past week? How many of these 10 questions can you get right?","Weekly News Quiz for Students: Kobe Bryant, Outbreak in China, Grammys"
"182",2,"2020-01-29T14:05:43+0000","What a magical, germ-strewn adventure we are all on.","Name That Rash!"
"183",3,"2020-01-30T12:11:30+0000","Tesla reported a $105 million quarterly profit yesterday, convincing backers that the company has solved its problems — while doubters aren’t convinced.","Elon Musk Hits Back at Critics"
"184",4,"2020-02-01T16:41:05+0000","As the slowing economy threatens Prime Minister Narendra Modi’s grip on power, the government unveiled a modest budget that one economist called “smoke and mirrors.”","Modi’s Budget Offers Few Solutions to Revive India’s Weak Economy"
"185",5,"2020-01-29T21:28:02+0000","The electric-car maker and its chief, Elon Musk, head into a potentially crucial year on a positive note.","Tesla Posts $105 Million Profit for Quarter, Extending Rebound"
"186",6,"2020-01-28T21:45:27+0000","Apple found renewed growth with an increase in phone sales as well as younger products, like the Apple Watch, AirPods and its subscription services.","New iPhones Fuel Strong Profit for Apple"
"187",7,"2020-01-26T12:00:06+0000","","The Week in Business: Beware Mysterious Videos on Your Phone"
"188",8,"2020-01-31T22:07:47+0000","What could possibly go wrong?","Interviewing Our Boss About 2016"
"189",9,"2020-01-23T22:36:13+0000","Here’s what you need to know at the end of the day.","Wuhan, Impeachment, Lizzo: Your Thursday Evening Briefing"
"190",10,"2020-01-20T23:12:31+0000","Here’s what you need to know at the end of the day.","Virginia, Davos, Coco Gauff: Your Monday Evening Briefing"
"191",1,"2020-01-22T23:20:33+0000","Here’s what you need to know at the end of the day.","Impeachment, Jeff Bezos, ‘West Side Story’: Your Wednesday Evening Briefing"
"192",2,"2020-01-24T22:51:30+0000","Here’s what you need to know at the end of the day.","Impeachment, March for Life, Serena Williams: Your Friday Evening Briefing"
"193",3,"2020-02-02T12:52:34+0000","Here’s what you need to know about the week’s top stories.","Impeachment, Iowa, Super Bowl: Your Weekend Briefing"
"194",4,"2020-01-21T23:25:37+0000","Here’s what you need to know at the end of the day.","Impeachment, Wuhan, Derek Jeter: Your Tuesday Evening Briefing"
"195",5,"2020-01-31T13:52:35+0000","Friday: A high-profile but divisive fix for the housing crisis is shut down — again. Also: A walk down San Francisco’s new, mostly car-free Market Street.","The Housing Bill Is Dead. Long Live the Housing Bill?"
"196",6,"2020-01-28T22:58:55+0000","Here’s what you need to know at the end of the day.","Impeachment, Israel, Roger Federer: Your Tuesday Evening Briefing"
"197",7,"2020-01-29T10:00:17+0000","The central bank has been swelling its balance sheet, but the pace is expected to slow. In an ebullient market, hints at how and when could hurt stock prices.","As Fed Meets, Treasury Bill-Buying Campaign Draws Investors’ Eyes"
"198",8,"2020-02-02T20:35:36+0000","The Trump administration sought the delay, prompting fears among Netanyahu allies that it may cost them votes in the March election.","Israel Puts Brakes on West Bank Annexation Plan"
"199",9,"2020-01-20T20:26:52+0000","Here’s what you need to know.","Chinese Virus, Boeing, Australia Weather: Your Tuesday Briefing"
"200",10,"2020-02-02T08:11:27+0000","On Super Bowl weekend, Alec Baldwin returned to play President Trump in an episode that also featured several football-themed sketches.","‘S.N.L.’ Imagines the Impeachment Trial That Could Have Been"
"201",1,"2020-01-28T13:43:44+0000","Tuesday: More details emerge about the helicopter crash that killed Kobe Bryant. Also: An early encounter with the star.","Young Crash Victims Shared Kobe Bryant’s Passion for Basketball"
"202",2,"2020-01-22T14:12:28+0000","People who have experienced homelessness share their stories.","How Do People Become Homeless?"
"203",3,"2020-02-03T10:24:08+0000","Owners of multimillion-dollar homes in Brooklyn and Manhattan would see higher bills. Parts of Queens, Staten Island and the Bronx would see lower bills.","Property Tax Overhaul: Winners and Losers"
"204",4,"2020-01-29T14:03:52+0000","Wednesday: Last week, hundreds of volunteers around California fanned out to count homeless populations. Also: The latest on Kobe Bryant’s death.","How Los Angeles Counts Its Homeless Population"
"205",5,"2020-01-31T20:50:38+0000","President Trump added Africa’s biggest country, Nigeria, as well as Myanmar, Eritrea, Kyrgyzstan, Sudan and Tanzania, to his restricted travel list.","Trump Administration Adds Six Countries to Travel Ban"
"206",6,"2020-01-23T10:29:04+0000","Here's what you need to know.","China, Rohingya Muslims, Eli Manning: Your Thursday Briefing"
"207",7,"2020-02-01T10:00:09+0000","It’s all Iowa, all the time. You may not have been there, but we were. Here’s a rundown of what happened.","Iowa, Iowa, Iowa: This Week in the 2020 Race"
"208",8,"2020-01-23T10:00:22+0000","The Wuhan outbreak shows that the Chinese government didn’t learn enough from the SARS epidemic.","Is China Setting Itself Up for Another Epidemic?"
"209",9,"2020-01-21T05:21:20+0000","Here’s what you need to know.","Impeachment, China Virus, France: Your Tuesday Briefing"
"210",10,"2020-01-22T11:41:37+0000","A new report says the Amazon chief’s device was attacked using malware sent from a WhatsApp account tied to Prince Mohammed bin Salman, Saudi Arabia’s de facto ruler.","Jeff Bezos’s Lesson: Beware WhatsApp Accounts Tied to M.B.S."
