,ID,Time,Snip,Head.l
215,5,2020-03-22T18:16:13+0000,"Many experts warn that an international health and economic crisis calls for more cooperation, not confrontation, between Washington and Beijing.",Coronavirus Drives the U.S. and China Deeper Into Global Power Struggle
216,6,2020-03-19T00:50:51+0000,"Researchers had hoped that antiviral drugs would help patients, but a new study from China said that one antiviral drug combination didn’t work.",A Promising Treatment for Coronavirus Fails
217,7,2020-03-18T18:33:37+0000,"The move follows other art fair changes, like the cancellation of Art Basel Hong Kong and the early closing of Tefaf Maastricht.",Frieze Cancels New York Art Fair Amid Coronavirus Concerns
218,8,2020-03-16T14:44:07+0000,NYT Parenting readers shared their experiences.,‘You’re Already Worried’: Navigating Coronavirus While Pregnant
219,9,2020-03-23T14:56:05+0000,Amazon is hiring aggressively to meet customer demand. Traffic has soared on Facebook and YouTube. And cloud computing has become essential to home workers.,Big Tech Could Emerge From Coronavirus Crisis Stronger Than Ever
220,10,2020-03-18T00:31:47+0000,"If your income has fallen or been cut off completely, we’re here to help. This guide will connect you to the basic information you’ll need to get through this, including on government benefits, free services and financial strategies.",Your Money: A Hub for Help During the Coronavirus Crisis
221,1,2020-03-14T14:21:07+0000,A New York Times journalist reflects on the experience of expecting a child while covering Hong Kong’s recent unrest.,"Protests, Coronavirus and a Baby on the Way"
222,2,2020-03-19T18:37:43+0000,States are trying to beef up skeleton crews to handle a flood of jobless claims while expanding workers’ access to benefits.,Coronavirus Layoff Surge Overwhelms Unemployment Offices
223,3,2020-03-17T07:06:40+0000,Fears are growing about what happens if community transmission takes off in the crowded areas of the world’s second-most-populous nation.,"India Scrambles to Escape a Coronavirus Crisis. So Far, It’s Working."
224,4,2020-03-20T19:49:13+0000,"Spain became the second European country to report more than 1,000 coronavirus deaths, as other nations scramble to avoid the same fate.",Europe Struggles to Combat Coronavirus as Spain Passes Grim Milestone
225,5,2020-03-20T14:45:56+0000,"Six things you can do right at this moment, along with some simple exercise equipment to get for your house.","You Can Take Care of Yourself in Coronavirus Quarantine or Isolation, Starting Right Now"
226,6,2020-03-18T19:07:33+0000,"The pandemic has clarified the dark bargain of our internet-connected devices: We look to them to protect our bodies and soothe our nerves, and in return, we hand over our minds.",The Unending Anxiety of Coronavirus Content
227,7,2020-03-20T19:06:02+0000,"Health restrictions have led to cutbacks at hotels and golf courses. But the swimming pool remains open at a Florida resort, and a New York golf course offers “fresh air” without caddies.",The War on Coronavirus Comes to Trump Properties
228,8,2020-03-19T20:54:27+0000,"The track operators had vowed to continue racing this weekend, like much of the horse racing industry.",Aqueduct Suspends Races After Worker Tests Positive for Coronavirus
229,9,2020-03-20T14:17:38+0000,Some industries are in dire need of a bailout. Others see a rare chance to win special breaks at a moment when the fiscal spigots are open.,Coronavirus Stimulus Package Spurs a Lobbying Gold Rush
230,10,2020-03-18T21:33:29+0000,A company that makes internet-connected thermometers has followed the flu more closely than the C.D.C. can. Now the devices may be turning up cases of Covid-19.,Can Smart Thermometers Track the Spread of the Coronavirus?
231,1,2020-03-19T20:54:27+0000,"The track operators had vowed to continue racing this weekend, like much of the horse racing industry.",Aqueduct Suspends Races After Worker Tests Positive for Coronavirus
232,2,2020-03-17T21:26:26+0000,"Some creators are giving online classes, or hosting drawing challenges.",Comic Book Tutorials for Those Staying at Home During Coronavirus
233,3,2020-03-20T23:41:42+0000,"The Trump administration says it will no longer detain most undocumented immigrants at the border, citing the coronavirus as a threat to detention facilities and personnel.",Trump Cites Coronavirus as He Announces a Border Crackdown
234,4,2020-03-17T22:47:28+0000,Lawmakers and policy experts say a paid-leave program that passed the House would still discourage some virus-stricken workers from staying home.,Congress Is Knitting a Coronavirus Safety Net. It Already Has Big Holes.
235,5,2020-03-17T15:09:58+0000,"The delay in containment efforts could prove dangerous, particularly in nations where the health care system can’t handle a major outbreak.","Having Brushed Off Coronavirus Threat, Southeast Asia Begins to Confront It"
236,6,2020-03-15T22:24:50+0000,"The hospitalizations sharpen fears that the nation’s front-line medical workers could be uniquely vulnerable, a health care organization said.",Two Emergency Room Doctors Are in Critical Condition With Coronavirus
237,7,2020-03-21T09:00:15+0000,"The spread of the virus has cut Americans off from each other, but some are using the opportunity to enjoy more simple pleasures.",How Coronavirus-Weary Americans Are Seeking Joy
238,8,2020-03-18T14:35:00+0000,"Shutdowns have sometimes been interpreted through the prism of intergenerational tension, but in Europe there is also a call for an “internationale of generations.”","Is Coronavirus Widening Generational Divides, or Bridging Them?"
239,9,2020-03-21T14:17:01+0000,"After initially being dismissive, Republicans are starting to move closer to matching Democrats’ level of worry.",Red vs. Blue on Coronavirus Concern: The Gap Is Still Big but Closing
240,10,2020-03-20T21:56:57+0000,Surgical masks are supposed to be used just once. But doctors in Nebraska are attempting a novel experiment as gear shortages arise.,"As Coronavirus Looms, Mask Shortage Gives Rise to Promising Approach"
241,1,2020-03-17T19:14:48+0000,"In places where social distancing is impossible and medical care strained, bars won’t stop the infection’s spread.",‘We Are Not a Hospital’: A Prison Braces for the Coronavirus
242,2,2020-03-15T21:18:16+0000,Empty streets. Shuttered stores. Spain has joined the number of countries struggling to balance public health with freedoms especially prized in a relatively young democracy.,"Spain, on Lockdown, Weighs Liberties Against Containing Coronavirus"
243,3,2020-03-14T14:47:40+0000,"Scientists are ramping up the breeding of lab mice as well as the testing of primates and other animals, but it all takes time.",These Lab Animals Will Help Fight Coronavirus
244,4,2020-03-18T13:21:05+0000,Bailouts of companies or industries just cause division. The answer: a government “bridge loan” to everyone.,This Is the Only Way to End the Coronavirus Financial Panic
245,5,2020-03-16T14:27:14+0000,How the best- and worst-case scenarios compare with other common killers.,Could Coronavirus Cause as Many Deaths as Cancer in the U.S.? Putting Estimates in Context
246,6,2020-03-19T15:32:03+0000,But you could still face high medical bills. Experts advise consumers to not write a check immediately because more aid may be coming.,"Now That Coronavirus Tests Are Free, Some Insurers Are Waiving Costs for Treatment"
247,7,2020-03-17T23:19:18+0000,"The administration, citing the coronavirus threat to detention facilities, plans to turn back all undocumented immigrants and asylum seekers to Mexico.","Citing Coronavirus, Trump Will Announce Strict New Border Controls"
248,8,2020-03-19T12:30:52+0000,"Panic and hoarding because of the pandemic, coupled with a looming recession, have paralyzed groups that provide food for people in need.",‘It’s Very Scary’: U.K. Food Banks Close as Coronavirus Stalls Donations
249,9,2020-03-17T21:16:02+0000,It started as a 46-second monologue. It got remixed into a dancey track. Now the rapper and the D.J. who transformed her clip are promising it’ll help the needy.,How Cardi B’s Off-the-Cuff Video Became a Coronavirus Anthem
250,10,2020-03-17T09:00:24+0000,"In China, many rural students lack the connections or hardware to learn remotely. More nations will confront the same reality as the outbreak spreads.",The Coronavirus Exposes Education’s Digital Divide
251,1,2020-03-14T21:57:13+0000,"People over 60, and especially over 80, are particularly vulnerable to severe or fatal infection. Here are some steps to reduce their risk.",How to Protect Older People From the Coronavirus
252,2,2020-03-20T00:27:51+0000,"After the sales in February, the North Carolina Republican warned a group that the virus could soon cause a major disruption in the United States. Three other senators also sold major holdings around the same time.",Senator Richard Burr Sold a Fortune in Stocks as G.O.P. Played Down Coronavirus Threat
253,3,2020-03-20T09:00:42+0000,Americans with tight financial resources have fewer options as they navigate coronavirus closures and layoffs.,Coronavirus and Poverty: A Mother Skips Meals So Her Children Can Eat
254,4,2020-03-15T21:02:55+0000,"In one of the most serious U.S. crackdowns yet over Covid-19, the governor ordered most businesses on the island to shut down. Other U.S. cities were imposing control measures of their own.",Puerto Rico Orders Coronavirus Lockdown. Violators Could Be Fined.
255,5,2020-03-17T17:25:17+0000,"In an ambitious international collaboration, researchers have “mapped” proteins in the coronavirus and identified 50 drugs to test against it.",Hundreds of Scientists Scramble to Find a Coronavirus Treatment
256,6,2020-03-16T23:12:19+0000,Healthy volunteers will test different doses of the first vaccine to find out if it is safe.,Trial of Coronavirus Vaccine Made by Moderna Begins in Seattle
257,7,2020-03-19T01:18:39+0000,"A shortage in testing has left sick people and health care workers around the U.S. without answers. Yet the list of celebrity patients grows every day, raising questions about privileged access.",Need a Coronavirus Test? Being Rich and Famous May Help
258,8,2020-03-18T16:09:11+0000,"Beijing is mounting a humanitarian aid blitz in countries struggling with their own outbreaks. In doing so, it’s stepping into a role the West once dominated.","Its Coronavirus Cases Dwindling, China Turns Focus Outward"
259,9,2020-03-17T21:30:19+0000,"A study of more than 2,000 children with the virus in China found that babies were especially vulnerable to developing severe infection.",Children and Coronavirus: Research Finds Some Become Seriously Ill
260,10,2020-03-16T14:53:32+0000,The weakness raises the possibility that the Chinese economy may have shrunk in the first quarter of this year. It would be the first contraction since 1976.,Coronavirus Could End China’s Decades-Long Economic Growth Streak
261,1,2020-03-19T01:33:13+0000,"All of the new cases reported on Thursday involved people who had come to China from elsewhere, the government said.",China Hits a Coronavirus Milestone: No New Local Infections
262,2,2020-03-18T00:46:51+0000,"For a while it continued to schedule new rallies. Now, one ally — Karl Rove — says canceling them will create “pent-up demand.”",Trump’s Campaign Has Had to Adjust to His Changing View of the Coronavirus
263,3,2020-03-13T22:45:39+0000,"When your income depends on promoting travel, staying home comes at a cost.",Coronavirus Is Causing Chaos for Travel Influencers
264,4,2020-03-17T22:36:17+0000,"The union had said Ford, General Motors and Fiat Chrysler should halt production for two weeks to ensure worker safety.",U.A.W. Says Automakers Will Address Coronavirus Concerns at Car Plants
265,5,2020-03-17T16:36:12+0000,"Singapore, Taiwan and Hong Kong offer successful strategies, at least so far, in battling a pandemic. But they use tactics that the U.S. and Europe may not be able to replicate.",Tracking the Coronavirus: How Crowded Asian Cities Tackled an Epidemic
266,6,2020-03-18T23:04:03+0000,New C.D.C. data shows that nearly 40 percent of patients sick enough to be hospitalized were age 20 to 54. But the risk of dying was significantly higher in older people.,Younger Adults Make Up Big Portion of Coronavirus Hospitalizations in U.S.
267,7,2020-03-19T12:08:04+0000,Asian countries that suffered through the pandemic first are working to guard against a new wave of contagion from the West.,World Feared China Over Coronavirus. Now the Tables Are Turned.
268,8,2020-03-12T16:48:57+0000,Postponements and cancellations continued in an effort to curtail the spread of the virus.,How the Coronavirus Is Disrupting Sports
269,9,2020-03-12T22:47:24+0000,"Those with chronic health problems are more likely to develop severe illnesses and to die, research shows.",Coronavirus Threatens Americans With Underlying Conditions
270,10,2020-03-17T20:54:25+0000,"The Social Security Administration has more than 1,200 offices that serve thousands of beneficiaries every day.",Coronavirus Is Closing Social Security Offices. Here’s How to Get Benefit Help.
271,1,2020-03-18T00:14:52+0000,Dr. Deborah Birx said she did not mean to suggest the widely used diagnostic tests generated frequent false-positive results.,Did Federal Officials Really Question W.H.O. Tests for Coronavirus?
272,2,2020-03-13T08:00:02+0000,"In this lesson, students will learn about the science behind the coronavirus.",Lesson of the Day: ‘How Coronavirus Hijacks Your Cells’
273,3,2020-03-17T03:12:28+0000,The last time the race was not held on the first Saturday in May was 75 years ago.,Kentucky Derby Is Postponed Until September Because of Coronavirus
274,4,2020-03-13T23:13:55+0000,We asked the experts.,What Are the Rules for Play Dates During the Coronavirus Crisis?
275,5,2020-03-14T22:13:26+0000,"Federal officials are asking Americans for extraordinary vigilance against a new pathogen. President Trump has taken a different course, worrying scientists.","Trump Is Tested for Coronavirus, and Experts Ask: What Took So Long?"
276,6,2020-04-02T16:26:42+0000,How Dr. Vladimir Zelenko’s claims for his coronavirus treatment spread from a New York village all the way to President Trump.,"Touting Virus Cure, ‘Simple Country Doctor’ Becomes a Right-Wing Star"
277,7,2020-04-01T09:00:28+0000,"Never before, scientists say, have so many of the world’s researchers focused so urgently on a single topic. Nearly all other research has ground to a halt.","Covid-19 Changed How the World Does Science, Together"
278,8,2020-03-17T19:27:38+0000,The president tried to rewrite his history with advising Americans about the coronavirus. His own words prove him wrong.,Trump Now Claims He Always Knew the Coronavirus Would Be a Pandemic
279,9,2020-03-17T19:19:45+0000,"The nation’s banks, long at the center of worries about European finance, look more likely to get a rescue.",A New Hurt in Italy From the Coronavirus: A Banking Crisis
280,10,2020-03-14T00:52:43+0000,"The president inaccurately described travel restrictions he had announced, falsely blamed his predecessor for testing shortages and misstated the role Google was playing in mitigating the outbreak.",Trump’s False Claims About His Response to the Coronavirus
281,1,2020-03-17T13:40:09+0000,"Treasury Secretary Steven Mnuchin made the case to Republican senators on Tuesday for a $1 trillion plan, including $250 billion for direct checks to Americans by the end of April.","‘Go Big’ on Coronavirus Stimulus, Trump Says, Pitching Checks for Americans"
282,2,2020-04-01T14:35:57+0000,"A group of moderately ill people were given hydroxychloroquine, which appeared to ease their symptoms quickly, but more research is needed.","Malaria Drug Helps Virus Patients Improve, in Small Study"
283,3,2020-03-14T18:19:01+0000,Ren Zhiqiang appears to be the latest government critic silenced by the Communist Party as it cracks down on dissent over the epidemic.,Chinese Tycoon Who Criticized Xi’s Response to Coronavirus Has Vanished
284,4,2020-03-17T20:11:59+0000,"New estimates from a Harvard research team show that, in many parts of the country, there may not be enough hospital beds and staff for coronavirus patients. A shortage of intensive care beds for the sickest patients may be even worse.",These Places Could Run Out of Hospital Beds as Coronavirus Spreads
285,5,2020-03-16T09:00:18+0000,"With “social distancing” now widely adopted nationwide, a small group of contrarians urge a more careful weighing of the harm as well as the benefits of such policies.",Some Ask a Taboo Question: Is America Overreacting to Coronavirus?
286,6,2020-03-16T23:57:46+0000,"Infighting, turf wars and a president more concerned with the stock market and media coverage than policy have defined the Trump White House. They have also defined how it has handled a pandemic.",Inside the Coronavirus Response: A Case Study in the White House Under Trump
287,7,2020-04-03T02:55:28+0000,"His slapstick humor, physical comedy and naïve persona made him a household name in the country for decades.","Ken Shimura, Comedian Whose Sketches Delighted Japan, Dies at 70"
288,8,2020-03-16T12:43:17+0000,Online enforcers are dragging in hundreds for questioning as an assault on online speech continues. They are a sign of how Beijing has given censors a more punitive role.,Coronavirus Outrage Spurs China’s Internet Police to Action
289,9,2020-04-01T21:36:33+0000,Democrats and President Trump are discussing a multitrillion-dollar infrastructure plan that could create thousands of jobs to salve an economy battered by the coronavirus.,‘Infrastructure Week’ Returns as Trump and Democrats Eye Post-Virus Jobs Plan
290,10,2020-04-03T13:00:09+0000,"If you’re owed a refund, it may be better to file quickly. You can also file your return now but wait until July 15 to pay any taxes owed.",You Have an Extra 3 Months to File Your Taxes. Should You Wait?
291,1,2020-04-02T22:39:58+0000,The expected change in position reflects concern over a worrisome rate of infection spread by people with no symptoms.,Trump Administration Officials Weigh How Far to Go on Recommending Masks
292,2,2020-04-02T01:20:55+0000,"Americans bought about two million guns last month, according to a New York Times analysis of federal data.",About 2 Million Guns Were Sold in the U.S. as Virus Fears Spread
293,3,2020-04-03T04:21:05+0000,"Alabama became the 41st state to issue a stay-at-home order, and the attorney general expanded the pool of prisoners eligible for early release from federal prisons.","C.D.C. Recommends Wearing Masks in Public; Trump Says, ‘I’m Choosing Not to Do It’"
294,4,2020-03-12T04:02:35+0000,Congress and the White House are nearing an economic rescue package; stocks plunged again Thursday despite the Fed offering at least $1.5 trillion worth of short-term loans to banks.,Congress to Vote on Coronavirus Rescue Package
295,5,2020-03-31T21:37:46+0000,A study published last fall went unheeded. One of its authors now says economic shutdowns to fight the coronavirus could last up to eight months.,White House Economists Warned in 2019 a Pandemic Could Devastate America
296,6,2020-04-02T20:05:57+0000,"Medicines to alleviate breathing difficulty, relieve pain and sedate coronavirus patients are in very high demand, depleting stock around the country.",Essential Drug Supplies for Virus Patients Are Running Low
297,7,2020-04-03T21:05:22+0000,"Across the country, plunging revenues from canceled nonemergency medical appointments have forced hospitals to furlough or cut the pay of doctors, nurses and other staff.","During a Pandemic, an Unanticipated Problem: Out-of-Work Health Workers"
298,8,2020-03-13T09:00:08+0000,The N.B.A. suspends its season. Colleges move to distance learning. President Trump restricts travel from Europe. What are your thoughts on these and other recent developments?,What Is Your Reaction to the Latest News About the Coronavirus Outbreak?
299,9,2020-03-16T19:40:22+0000,"Millions of children sit home as competitions go dark, though some are trying to play limited games.",Tears and Disbelief as Coronavirus Cancels Youth Sports
300,10,2020-04-03T16:56:54+0000,Specialists who haven’t worked an intensive care shift in years are being pressed into duty as coronavirus cases overwhelm New York’s hospitals.,"With Virus Surge, Dermatologists and Orthopedists Are Drafted for the E.R."
301,1,2020-04-02T02:18:27+0000,"Special units of emergency medical workers in Paterson, N.J., respond to 911 calls for suspected coronavirus, entering homes and putting themselves at risk.",12 Fraught Hours With E.M.T.s in a City Under Siege
302,2,2020-04-01T13:00:15+0000,"Dozens have laid off thousands, slashed costs and changed their businesses to try to survive the pandemic. All that may not work.",Start-Ups Are Pummeled in the ‘Great Unwinding’
303,3,2020-04-03T09:00:29+0000,"For people who have been diagnosed with obsessive-compulsive disorder, the coronavirus pandemic creates blurry lines between safety and compulsion.","For Those With O.C.D., a Threat That Is Both Heightened and Familiar"
304,4,2020-03-13T12:40:44+0000,"After criticizing American officials for politicizing the pandemic, Chinese officials and news outlets have floated unfounded theories that the United States was the source of the virus.",China Spins Tale That the U.S. Army Started the Coronavirus Epidemic
305,5,2020-04-02T14:28:33+0000,Doctors warn that sharing decisions to leave metropolitan areas for smaller towns on social media might encourage followers to disregard public health guidelines.,Flight of the Influencers
306,6,2020-04-01T04:08:33+0000,Live updates on stock market and business news during the coronavirus outbreak.,Retailers Under Pressure to Protect Workers
307,7,2020-03-13T09:00:33+0000,The Trump administration says Americans returning from coronavirus hot spots are being screened for symptoms. Some travelers say that is not happening.,Travelers From Coronavirus Hot Spots Say They Faced No Screening
308,8,2020-04-02T04:07:00+0000,Live updates on stock market and business news during the coronavirus outbreak.,Small-Business Relief Effort ‘a Mess’
309,9,2020-04-01T09:00:29+0000,"In the United States, people are hoarding toilet paper and clogging sewer systems with wipes of all kinds. A little water could solve their problems.",Is It Time for Americans to Embrace the Bidet?
310,10,2020-03-30T16:47:15+0000,"Kids need comfort food, too, and much more this week from NYT Parenting.",An All-Quesadilla Diet Is OK for Now
311,1,2020-03-31T04:02:49+0000,Live updates on stock market and business news during the coronavirus outbreak.,"The U.S. Sought Passenger Data, but Airlines Said No"
312,2,2020-03-30T11:13:01+0000,"As the coronavirus has prolonged a deep slump in Japan, one ray of hope has come from its avoidance of a crippling lockdown. But it’s unclear whether that can last.",Can Japan’s Economy Get Any Worse? It May Soon Find Out
313,3,2020-04-02T20:17:57+0000,Intelligence officials have told the White House for weeks that China has vastly understated the spread of the coronavirus and the damage the pandemic has done.,"C.I.A. Hunts for Authentic Virus Totals in China, Dismissing Government Tallies"
314,4,2020-04-03T09:00:25+0000,"The zoo is closed, but essential staff still arrive to care for the roughly 6,000 animals. They don’t seem too upset by the privacy.","The Bronx Zoo Is Also Empty, but the Animals Don’t Mind"
315,5,2020-04-01T12:48:56+0000,"First, acknowledge ways the coronavirus has changed their lives.",4 Ways to Help Your Anxious Kid
316,6,2020-04-02T04:02:53+0000,"The coordinator of the coronavirus response emphasized that social distancing was still the most important step people could take. Critical medicines are running low, and nearly 10 million Americans have lost their jobs.",White House Debates How Far to Go on Face Mask Guidelines
317,7,2020-03-31T16:46:22+0000,Widespread use of nonmedical masks could reduce community transmission. But recommending their broad use could also cause a run on the kind of masks that health care workers desperately need.,C.D.C. Weighs Advising Everyone to Wear a Mask
318,8,2020-03-12T00:36:57+0000,"The Italian team said Daniele Rugani’s diagnosis would mean a 14-day quarantine for him and his teammates, and could lead to transformative changes in the European soccer schedule.",Juventus Player Tests Positive for Coronavirus
319,9,2020-03-30T04:04:07+0000,"Maryland, Virginia and Arizona issued statewide stay-at-home orders, and the F.D.A. granted emergency approval for the use of two malaria drugs to treat some coronavirus patients.","As Governors Plead for Tests, Trump Promises Ventilators to Europe"
320,10,2020-04-01T09:00:19+0000,Gunshot victims are fighting for space inside our overcrowded I.C.U.s.,"Please, Stop Shooting. We Need the Beds."
321,1,2020-04-03T09:28:39+0000,"As the coronavirus spreads, American tourists say the State Department was slow to inform citizens of the challenges in returning home.","Stranded Abroad, Americans Ask: Why Weren’t We Warned Sooner?"
322,2,2020-04-02T09:00:21+0000,"The growing number of coronavirus cases and deaths have touched family and social circles across New York City, making the invisible threat seem far more real.",Ex-Wife Sick. Daughter Sick. 3 Friends Dead. Everyone Knows Someone.
323,3,2020-04-02T12:39:17+0000,"After the initial impact of shutdowns on a few industries, the coronavirus pandemic is leaving a much broader swath of unemployment.",A Widening Toll on Jobs: ‘This Thing Is Going to Come for Us All’
324,4,2020-03-11T18:35:04+0000,"A page we will continue to update with ideas for working, at school or at home, with content from The Times and other reliable sources about this global pandemic.","Coronavirus Resources: Teaching, Learning and Thinking Critically"
325,5,2020-04-02T19:01:09+0000,Decisions to schedule operations for pitchers like Noah Syndergaard of the Mets and Chris Sale of the Red Sox have caused debate.,There’s a Pandemic. Is This a Time for Tommy John Surgery?
326,6,2020-03-31T21:51:31+0000,"Artists, both professional and otherwise, can submit their photos on Instagram using the hashtag #ICPConcerned.",International Center of Photography Wants Your Images of the Pandemic
327,7,2020-04-01T20:40:12+0000,The central bank is weighing what it can do to help local bond markets. Here’s why Democrats’ big ask — direct purchases — is so tough.,Why State and Local Debt Is Fraught Territory for the Fed
328,8,2020-03-30T04:05:21+0000,Live updates on stock market and business news during the coronavirus outbreak.,Ford Joins Effort to Make Ventilators
329,9,2020-04-01T17:37:50+0000,"Goats in Wales; coyotes in San Francisco; rats, rats, everywhere: With much of the world staying home to prevent the spread of the coronavirus, animals have ventured out where normally the presence of people would keep them away.","When Humans Are Sheltered in Place, Wild Animals Will Play"
330,10,2020-04-03T18:49:48+0000,"As the coronavirus sends the economy into a free fall, the Federal Reserve will keep credit flowing with an array of programs. But some details are fuzzy.",The Fed Got a Big Pile of Cash to Help the Economy. Who Will Benefit?
331,1,2020-04-03T04:42:41+0000,Live updates on stock market and business news during the coronavirus outbreak.,Wall St. Caps a Turbulent Week With a Decline
332,2,2020-04-03T09:00:29+0000,Silicon Valley hasn’t suffered from the same financial devastation as other industries. Tech companies still have an agenda to push.,How Tech’s Lobbyists Are Using the Pandemic to Make Gains
333,3,2020-03-31T17:18:46+0000,"A town near Barcelona has withdrawn into itself to contain the spread of the coronavirus. Dozens have died at an overstretched hospital, and the cost of confinement goes far beyond illness.",‘We Are in a Cage:’ Spanish Town Lives Under a Lockdown Within a Lockdown
334,4,2020-03-31T15:37:48+0000,Many hospitals bar doctors and other staff members from wearing protective masks in public areas. Some have been disciplined for pushing back.,Frightened Doctors Face Off With Hospitals Over Rules on Protective Gear
335,5,2020-04-02T14:19:00+0000,"Disrobing in the hallway, dodging hugs and fretting over our children’s safety. This is our family’s new normal.",My Partner Works in an Amazon Warehouse. I’m Worried — and Proud.
336,6,2020-04-03T13:39:15+0000,"Hospitals, governments, do-gooders and hucksters are all competing. Scams and prices are soaring.","It’s Bedlam in the Mask Market, as Profiteers Out-Hustle Good Samaritans"
337,7,2020-03-11T20:52:54+0000,"The employee worked in recent days at “Who’s Afraid of Virginia Woolf?” and “Six,” prompting a scramble to inform the public and clean the theaters.",Broadway Usher Tests Positive for Coronavirus
338,8,2020-04-02T09:00:24+0000,"Immigrant field workers have been told to keep working despite stay-at-home directives, and given letters attesting to their “critical” role in feeding the country.","Farmworkers, Mostly Undocumented, Become ‘Essential’ During Pandemic"
339,9,2020-03-30T23:25:23+0000,The president said on a conference call that he had not “heard about testing in weeks.”,Trump Suggests Lack of Testing Is No Longer a Problem. Governors Disagree.
340,10,2020-04-02T21:13:48+0000,The $2 trillion coronavirus law could give the education secretary the power to waive special education rules as school districts struggle to teach all their students online.,DeVos Weighs Waivers for Special Education. Parents Are Worried.
341,1,2020-04-02T21:13:48+0000,The $2 trillion coronavirus law could give the education secretary the power to waive special education rules as school districts struggle to teach all their students online.,DeVos Weighs Waivers for Special Education. Parents Are Worried.
342,2,2020-04-02T17:35:38+0000,The pandemic is devastating start-ups. This matters in ways we can’t always see.,"When Silly Start-Ups Falter, We All Lose"
343,3,2020-03-30T09:00:01+0000,"The energy, the traffic, the crowds are all gone. Only the vacant streets remain, waiting for the actors to return to the stage.",New York Was Not Designed for Emptiness
344,4,2020-03-26T18:44:45+0000,"Scientists haven’t found evidence that the new coronavirus jumped from pangolins to people, but they do host very similar viruses",Significance of Pangolin Viruses in Human Pandemic Remains Murky
345,5,2020-03-30T09:00:14+0000,"The coronavirus briefings have given Donald Trump a regularly scheduled reality show again — or, rather, a create-your-own-reality show.",President Trump’s Prime-Time Pandemic
346,6,2020-04-03T16:21:35+0000,"Every Saturday in April, anyone can be part of a global performance of Pauline Oliveros’s “Tuning Meditation” over Zoom.",Join a Musical Meditation Bringing Together Hundreds Worldwide
347,7,2020-03-29T04:04:26+0000,"The global count has passed 700,000, an official warns Britain that some kind of lockdown may last for months and Joe Biden urges mail-in elections.","Trump Extends Social Distancing Guidelines to April 30 as U.S. Cases Top 140,000"
348,8,2020-03-12T18:27:02+0000,"Police departments are preparing to isolate their own officers, and courthouses have postponed trials. Some fear that the criminal justice system may not be ready for a major outbreak.",Justice Is Blind. What if She Also Has the Coronavirus?
349,9,2020-03-31T13:35:18+0000,The new coronavirus is potentially disastrous for low-wage workers who power the global clothing trade.,‘Our Situation is Apocalyptic’: Bangladesh Garment Workers Face Ruin
350,10,2020-04-01T20:08:29+0000,Nonprofits around the country plan to commission works of no longer than 10 minutes that can be read or performed by people sheltering in place.,Making Art During a Pandemic: Theaters Seek and Share Mini-Plays
351,1,2020-04-02T15:35:15+0000,"The government has promised to lend $349 billion to small businesses starting Friday, but banks and owners have no idea how it will play out.",Banks Warn of ‘Overwhelming’ Demand and Messy Start for Small Business Loans
352,2,2020-04-01T21:22:17+0000,"The calls by corporate leaders have intensified as the coronavirus inflicts financial pain, but President Trump has argued that the levies do not hurt American companies.",Trump Rebuffs Demands to Lift Tariffs as Economy Falters
353,3,2020-03-31T19:55:52+0000,"Coronavirus has meant rethinking education as we know it, and it’s OK to take it slow.",Parents and Schools Are Struggling to Care for Kids With Special Needs
354,4,2020-04-02T20:18:41+0000,"The chain has aggressively opposed unionization efforts among its employees, who have been critical of its response to the coronavirus.",Labor Fight Collides With the Pandemic at Trader Joe’s
355,5,2020-03-30T23:16:57+0000,A proposal to retroactively lift a limit on state and local tax deductions would largely funnel money to relatively high earners in high-tax states.,Pelosi Floats New Stimulus Plan: Rolling Back SALT Cap
356,6,2020-04-01T22:45:28+0000,Restrictions that follow current C.D.C. guidelines have become a source of tension at many stores supplying essential goods during the coronavirus pandemic.,Retailers Under Growing Pressure to Let Workers Wear Masks
357,7,2020-03-31T04:43:41+0000,"A lockdown brings together a Chinese student wary of the government and his parents, devoted to it.",Quarreling in Quarantine and Bridging a Generational Divide
358,8,2020-03-29T23:53:44+0000,"The president, facing grim figures from his health advisers, starkly reversed an earlier upbeat assessment that the country could relax the guidelines by Easter.",Trump Extends Social Distancing Guidelines Through End of April
359,9,2020-03-30T16:33:08+0000,Adam Koszary turned a tiny agricultural museum into a social media sensation. What can the world’s major institutions learn from him?,Museum World’s King of Memes Brings Humor to Lockdown
360,10,2020-03-30T22:36:33+0000,"As the videoconferencing platform’s popularity has surged, Zoom has scrambled to address a series of data privacy and security problems.",New York Attorney General Looks Into Zoom’s Privacy Practices
361,1,2020-03-13T01:44:17+0000,"Broadway, the Metropolitan Museum of Art and the Metropolitan Opera are among the institutions that have closed their doors and suspended their programs.",New York Arts Institutions Closed Because of Coronavirus
362,2,2020-03-16T12:09:10+0000,"The information, intended for use in counterterrorism, would help identify people who have crossed paths with known patients.","To Track Coronavirus, Israel Moves to Tap Secret Trove of Cellphone Data"
363,3,2020-04-03T14:03:17+0000,"Blank billboards and canceled online ads signal an industry in crisis as the coronavirus spreads. “There are things happening that we’ve never seen before,” one marketing executive said.",‘A Seismic Shock’: Jittery Companies Pull Back on Ads During Pandemic
364,4,2020-04-03T11:59:53+0000,"Are Americans as willing to making sacrifices today in response to the coronavirus, compared to in the 1940s? A historian explains.","The Imperative of Personal Sacrifice, Today and During World War II"
